,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm
NRG2,ENSG00000158458,Gene Expression,GRCh38,False,122,0.050727487,0.04948277,95.20251671254424,129.0,4.8675346,121,False,0.03907059324010197,0.047511569259661955,-0.15687975
PURA,ENSG00000185129,Gene Expression,GRCh38,False,1050,0.5619347,0.44592527,58.71018482107746,1429.0,7.2654295,1049,False,0.41385213744915833,0.19196110024818314,0.21684112
IGIP,ENSG00000182700,Gene Expression,GRCh38,False,652,0.30239874,0.26420775,74.3609909555643,769.0,6.6463904,650,False,0.24162357682776725,0.10191681755889687,-0.03105162
CYSTM1,ENSG00000120306,Gene Expression,GRCh38,False,640,0.29532048,0.25875813,74.83287455760912,751.0,6.6227365,638,False,0.23197875509453506,0.06554213896595838,-0.27508706
PFDN1,ENSG00000113068,Gene Expression,GRCh38,False,716,0.3558789,0.30444986,71.8442784113252,905.0,6.809039,714,False,0.26646832365370987,0.06508905351708422,-0.27812678
HBEGF,ENSG00000113070,Gene Expression,GRCh38,False,225,0.098309085,0.0937718,91.15218246165946,250.0,5.525453,225,False,0.07898523258359771,0.11999283797126727,0.2964823
ANKHD1,ENSG00000131503,Gene Expression,GRCh38,False,1314,0.86197406,0.6216372,48.32874557609122,2192.0,7.6930256,1311,False,0.5363209440928808,0.08666444329185091,-0.20802946
SRA1,ENSG00000213523,Gene Expression,GRCh38,False,667,0.3267794,0.2827545,73.77113645300825,831.0,6.7238326,666,False,0.23369162975062874,-0.011081506744198411,-0.7891503
EIF4EBP3,ENSG00000243056,Gene Expression,GRCh38,False,650,0.31970114,0.2774053,74.43963822257176,813.0,6.7019606,649,False,0.23305350019281015,0.07428289723058001,-0.21644586
APBB3,ENSG00000113108,Gene Expression,GRCh38,False,452,0.20526937,0.18670309,82.22571765631143,522.0,6.2595816,450,False,0.15990587292183409,0.1054507792142155,0.20552339
SLC35A4,ENSG00000176087,Gene Expression,GRCh38,False,861,0.46087298,0.3790342,66.14235155328352,1172.0,7.06732,859,False,0.3173222565976949,0.06929213142100078,-0.24992861
CD14,ENSG00000170458,Gene Expression,GRCh38,False,341,0.15218246,0.14165793,86.59064097522611,387.0,5.961005,341,True,0.13124732114540336,0.18176431417040687,0.68285584
NDUFA2,ENSG00000131495,Gene Expression,GRCh38,False,1221,0.73141956,0.5489416,51.98584349193865,1860.0,7.528869,1218,False,0.4908018867982086,0.13783741596435972,-0.0015472166
TMCO6,ENSG00000113119,Gene Expression,GRCh38,False,245,0.1049941,0.09984,90.36570979158473,267.0,5.590987,244,False,0.08067499956995945,0.01296362880359301,-0.37297317
IK,ENSG00000113141,Gene Expression,GRCh38,False,1402,0.8678726,0.62480015,44.868265827762485,2207.0,7.6998425,1400,False,0.5664147515375725,0.01734075187415736,-0.4877496
WDR55,ENSG00000120314,Gene Expression,GRCh38,False,452,0.20094377,0.18310772,82.22571765631143,511.0,6.2383246,451,False,0.15334006973409847,0.03366033223107525,-0.24351765
DND1,ENSG00000256453,Gene Expression,GRCh38,False,18,0.007078254,0.0070533208,99.29217459693275,18.0,2.944439,18,False,0.005077191236451218,-0.22438942926881308,-1.8575894
HARS,ENSG00000170445,Gene Expression,GRCh38,False,701,0.34604797,0.29717287,72.43413291388124,880.0,6.781058,700,False,0.264017911042,0.13879960824513535,0.21639273
HARS2,ENSG00000112855,Gene Expression,GRCh38,False,361,0.16162014,0.14981571,85.80416830515139,411.0,6.0210233,360,False,0.12813773542410833,0.06087559641932707,-0.07328929
ZMAT2,ENSG00000146007,Gene Expression,GRCh38,False,1050,0.5812033,0.45818612,58.71018482107746,1478.0,7.2991214,1048,False,0.4016347997971911,0.03782299825040252,-0.40510404
PCDHA3,ENSG00000255408,Gene Expression,GRCh38,False,13,0.0051120725,0.0050990502,99.48879276445143,13.0,2.6390574,13,False,0.003503119148656368,-0.30583269840115535,-2.3670077
PCDHA4,ENSG00000204967,Gene Expression,GRCh38,False,31,0.012976799,0.012893322,98.78096736138419,33.0,3.5263605,31,False,0.009201507981200494,-0.0643775637856923,-0.8567335
PCDHA5,ENSG00000204965,Gene Expression,GRCh38,False,11,0.0043256,0.0043162713,99.56744003145891,11.0,2.4849067,11,False,0.0037521728168268004,-0.021635644525586004,-0.58938766
PCDHA6,ENSG00000081842,Gene Expression,GRCh38,False,21,0.008257963,0.008224052,99.17420369642154,21.0,3.0910425,21,False,0.005846378351871045,-0.2021448274956642,-1.718452
PCDHA7,ENSG00000204963,Gene Expression,GRCh38,False,14,0.0055053085,0.00549021,99.4494691309477,14.0,2.7080503,14,False,0.004921805767869617,0.11776470845126905,0.2825456
PCDHA10,ENSG00000250120,Gene Expression,GRCh38,False,37,0.014549744,0.014444913,98.54502556036178,37.0,3.637586,37,False,0.012904197560525084,0.03621913454449338,-0.22751264
PCDHA11,ENSG00000249158,Gene Expression,GRCh38,False,15,0.0062917816,0.006272071,99.41014549744396,16.0,2.8332133,15,False,0.005491890738694393,0.08900982022362941,0.10268706
PCDHA12,ENSG00000251664,Gene Expression,GRCh38,False,24,0.009437672,0.009393415,99.05623279591033,24.0,3.218876,24,False,0.0084394455319301,0.08943458534195133,0.10534392
PCDHAC2,ENSG00000243232,Gene Expression,GRCh38,False,15,0.0062917816,0.006272071,99.41014549744396,16.0,2.8332133,14,False,0.004415894862585308,-0.12953890535793072,-1.2643102
PCDHB2,ENSG00000112852,Gene Expression,GRCh38,False,66,0.027526543,0.0271545,97.40464018875345,70.0,4.26268,65,True,0.023945834087136016,0.1920109680790106,0.74694747
PCDHB3,ENSG00000113205,Gene Expression,GRCh38,False,88,0.036177743,0.035538696,96.53952025167125,92.0,4.5325994,88,True,0.03259905162775055,0.18795344798737504,0.72156817
PCDHB4,ENSG00000081818,Gene Expression,GRCh38,False,133,0.054266613,0.05284537,94.76995674400315,138.0,4.934474,133,False,0.048040797876473404,0.05125052123588242,-0.13349304
PCDHB5,ENSG00000113209,Gene Expression,GRCh38,False,169,0.07235549,0.06985762,93.35430593786866,184.0,5.220356,169,False,0.060529484816078546,0.07175755392904498,-0.0052238908
PCDHB6,ENSG00000113211,Gene Expression,GRCh38,False,21,0.008257963,0.008224052,99.17420369642154,21.0,3.0910425,21,True,0.00844303653162443,0.21080495138149047,0.86450166
PCDHB7,ENSG00000113212,Gene Expression,GRCh38,False,189,0.079040505,0.07607222,92.56783326779394,201.0,5.3082676,188,False,0.07077877440433467,0.11262390393543753,0.25039047
PCDHB16,ENSG00000272674,Gene Expression,GRCh38,False,138,0.05583956,0.054336242,94.57333857648447,142.0,4.962845,137,False,0.050608812896573034,0.08679307160312535,0.08882155
PCDHB9,ENSG00000177839,Gene Expression,GRCh38,False,104,0.04089658,0.040082436,95.91034211561148,104.0,4.65396,104,False,0.03843549908917905,0.09719919460608609,0.15391067
PCDHB10,ENSG00000120324,Gene Expression,GRCh38,False,24,0.009437672,0.009393415,99.05623279591033,24.0,3.218876,24,True,0.009568758579521374,0.20308097869322725,0.8161891
PCDHB11,ENSG00000197479,Gene Expression,GRCh38,False,134,0.056626033,0.055080842,94.73063311049941,144.0,4.9767337,134,False,0.049003125805253005,0.09588237361137718,0.1456741
PCDHB13,ENSG00000187372,Gene Expression,GRCh38,False,144,0.059378687,0.057682592,94.33739677546205,151.0,5.0238805,144,True,0.05536418741030102,0.21747425592664987,0.9062174
PCDHB14,ENSG00000120327,Gene Expression,GRCh38,False,224,0.0963429,0.09198,91.19150609516319,245.0,5.5053315,224,True,0.08240681194030508,0.15659147929140704,0.5254026
PCDHB15,ENSG00000113248,Gene Expression,GRCh38,False,52,0.020841526,0.020627312,97.95517105780574,53.0,3.988984,52,False,0.019404593464975025,0.13725464937922202,0.40445295
TAF7,ENSG00000178913,Gene Expression,GRCh38,False,1238,0.7542273,0.56202847,51.31734172237514,1918.0,7.5595593,1236,False,0.49408100512281083,0.0664985379134269,-0.2893986
SLC25A2,ENSG00000120329,Gene Expression,GRCh38,False,11,0.0043256,0.0043162713,99.56744003145891,11.0,2.4849067,11,False,0.003724759733513253,0.010056663268337684,-0.3911559
PCDHGA1,ENSG00000204956,Gene Expression,GRCh38,False,26,0.010617381,0.010561412,98.97758552890286,27.0,3.3322046,26,True,0.011771282908904515,0.33824379970682816,1.6616172
PCDHGA2,ENSG00000081853,Gene Expression,GRCh38,False,177,0.073141955,0.07059075,93.03971686983877,186.0,5.2311087,177,True,0.06908156887910835,0.1996650139521804,0.79482263
PCDHGA3,ENSG00000254245,Gene Expression,GRCh38,False,105,0.04168305,0.040837724,95.87101848210776,106.0,4.6728287,104,False,0.03784113137453859,0.0714024552933639,-0.0074449917
PCDHGB1,ENSG00000254221,Gene Expression,GRCh38,False,158,0.06488399,0.06286587,93.78686590640976,165.0,5.1119876,158,True,0.06167816702116844,0.21297226958867713,0.878058
PCDHGA4,ENSG00000262576,Gene Expression,GRCh38,False,149,0.06370429,0.06175743,94.14077860794337,162.0,5.09375,148,False,0.055999967176195035,0.1369626989656677,0.40262684
PCDHGB2,ENSG00000253910,Gene Expression,GRCh38,False,169,0.07156901,0.06912394,93.35430593786866,182.0,5.209486,169,True,0.06579396627523097,0.19883236221350395,0.7896145
PCDHGA5,ENSG00000253485,Gene Expression,GRCh38,False,218,0.09398349,0.08982561,91.42744789618561,239.0,5.480639,218,False,0.08200536709453674,0.11777054337769094,0.2825821
PCDHGB3,ENSG00000262209,Gene Expression,GRCh38,False,187,0.07707432,0.0742484,92.64648053480141,196.0,5.2832036,187,False,0.06611996753170923,0.10862333503849274,0.22536735
PCDHGA6,ENSG00000253731,Gene Expression,GRCh38,False,116,0.046795122,0.045733232,95.43845851356664,119.0,4.787492,115,False,0.04281148172485688,0.08271439513141528,0.0633099
PCDHGA7,ENSG00000253537,Gene Expression,GRCh38,False,163,0.07196225,0.06949085,93.59024773889108,183.0,5.214936,161,True,0.06283280551904638,0.1853291501697954,0.70515347
PCDHGB4,ENSG00000253953,Gene Expression,GRCh38,False,161,0.06567047,0.063604146,93.66889500589855,167.0,5.123964,161,False,0.05767631871333582,0.06648745532632189,-0.038187753
PCDHGA8,ENSG00000253767,Gene Expression,GRCh38,False,77,0.030672435,0.03021144,96.97208022021235,78.0,4.3694477,76,False,0.028924268475891007,0.12024579236917267,0.2980645
PCDHGB5,ENSG00000276547,Gene Expression,GRCh38,False,112,0.046795122,0.045733232,95.5957530475816,119.0,4.787492,112,False,0.041105341795433764,0.12253532455368228,0.31238526
PCDHGA9,ENSG00000261934,Gene Expression,GRCh38,False,279,0.11836414,0.111867025,89.02870625245772,301.0,5.710427,278,False,0.10020056241444392,0.061069738169628685,-0.07207496
PCDHGB6,ENSG00000253305,Gene Expression,GRCh38,False,185,0.076681085,0.07388324,92.72512780180888,195.0,5.278115,185,False,0.06427512802304698,0.0010708239529716738,-0.4473613
PCDHGA10,ENSG00000253846,Gene Expression,GRCh38,False,129,0.053086907,0.051725764,94.92725127801809,135.0,4.912655,129,True,0.047875662503432476,0.17183343741649248,0.62073934
PCDHGB7,ENSG00000254122,Gene Expression,GRCh38,False,240,0.10106174,0.096274935,90.56232795910341,257.0,5.5529594,240,True,0.09034049578428911,0.19392274327436798,0.7589054
PCDHGA11,ENSG00000253873,Gene Expression,GRCh38,False,175,0.07078254,0.06838973,93.11836413684624,180.0,5.198497,174,False,0.06353548396542036,0.12045315837751151,0.29936156
PCDHGA12,ENSG00000253159,Gene Expression,GRCh38,False,149,0.060558397,0.05879556,94.14077860794337,154.0,5.043425,149,False,0.05470250444707422,0.08560806096012664,0.08140945
PCDHGC3,ENSG00000240184,Gene Expression,GRCh38,False,604,0.2815572,0.2480759,76.24852536374361,716.0,6.5750756,604,False,0.22613114388041325,0.13074479556991436,0.16235349
PCDHGC4,ENSG00000242419,Gene Expression,GRCh38,False,233,0.09909555,0.094487615,90.83759339362956,252.0,5.5333896,233,False,0.0834902639960176,0.0885547882346649,0.09984089
PCDHGC5,ENSG00000240764,Gene Expression,GRCh38,False,86,0.03421156,0.03363936,96.61816751867872,87.0,4.477337,86,False,0.031328654260711464,0.09465241884457247,0.13798088
DIAPH1,ENSG00000131504,Gene Expression,GRCh38,False,606,0.2976799,0.26057798,76.16987809673614,757.0,6.6306834,605,False,0.2189501150291928,0.06051358736638426,-0.30882332
HDAC3,ENSG00000171720,Gene Expression,GRCh38,False,650,0.31222966,0.2717277,74.43963822257176,794.0,6.6783423,649,False,0.22819619090458512,-0.001785707047856001,-0.72678536
RELL2,ENSG00000164620,Gene Expression,GRCh38,False,50,0.021234762,0.021012446,98.03381832481321,54.0,4.0073333,50,False,0.016799165093748788,-0.00306337157792496,-0.47322023
FCHSD1,ENSG00000197948,Gene Expression,GRCh38,False,388,0.16869839,0.15589064,84.74243020055053,429.0,6.063785,386,False,0.1356534495962481,0.039234020389195504,-0.20865488
ARAP3,ENSG00000120318,Gene Expression,GRCh38,False,261,0.109712936,0.10410137,89.73653165552497,279.0,5.6347895,261,False,0.09130175361678719,0.06699329368853059,-0.035023794
PCDH1,ENSG00000156453,Gene Expression,GRCh38,False,504,0.2520645,0.22479379,80.18088871411719,641.0,6.464588,503,False,0.17029317671334412,0.05551382781129837,-0.106826544
DELE1,ENSG00000081791,Gene Expression,GRCh38,False,986,0.5273299,0.42352107,61.22689736531656,1341.0,7.201916,984,False,0.3700018906245521,0.06603475630478771,-0.27178213
PCDH12,ENSG00000113555,Gene Expression,GRCh38,False,59,0.023987416,0.023704238,97.6799056232796,61.0,4.1271343,59,False,0.020300565998651647,0.08006838818968567,0.046759427
RNF14,ENSG00000013561,Gene Expression,GRCh38,False,853,0.4231223,0.35285324,66.45694062131341,1076.0,6.9819345,851,False,0.321570325651384,0.08849290928858294,-0.12111178
GNPDA1,ENSG00000113552,Gene Expression,GRCh38,False,475,0.2143138,0.19417915,81.32127408572552,545.0,6.302619,475,False,0.16981551556571173,0.04001192980155938,-0.20378914
NDFIP1,ENSG00000131507,Gene Expression,GRCh38,False,1589,1.2151003,0.7952977,37.5147463625639,3090.0,8.03625,1586,False,0.6968013337490971,0.14808424622929625,-0.1677068
SPRY4,ENSG00000187678,Gene Expression,GRCh38,False,337,0.15611483,0.1450651,86.74793550924105,397.0,5.986452,337,False,0.12018861815146697,0.08096712284511835,0.05238091
FGF1,ENSG00000113578,Gene Expression,GRCh38,False,75,0.030672435,0.03021144,97.05072748721982,78.0,4.3694477,75,False,0.021396684042675085,-0.11229800931944366,-1.1564704
ARHGAP26,ENSG00000145819,Gene Expression,GRCh38,False,679,0.3539127,0.3029987,73.29925285096344,900.0,6.8035054,678,False,0.2536052362931348,0.1523410788463224,0.3072416
NR3C1,ENSG00000113580,Gene Expression,GRCh38,False,731,0.3625639,0.30936816,71.25442390876917,922.0,6.827629,729,False,0.2621142249727688,0.03650830386318137,-0.46987325
YIPF5,ENSG00000145817,Gene Expression,GRCh38,False,467,0.21156114,0.19190973,81.63586315375541,538.0,6.289716,466,False,0.16225046742199561,0.07154112622943286,-0.006577621
PRELID2,ENSG00000186314,Gene Expression,GRCh38,False,87,0.036177743,0.035538696,96.57884388517499,92.0,4.5325994,87,True,0.03394816520395024,0.1608846387275667,0.5522558
SH3RF2,ENSG00000156463,Gene Expression,GRCh38,False,160,0.06685018,0.06471055,93.70821863940229,170.0,5.1416636,159,False,0.04708742688907799,-0.11773933908920273,-1.1905053
LARS,ENSG00000133706,Gene Expression,GRCh38,False,670,0.32835233,0.28393933,73.65316555249706,835.0,6.7286286,668,False,0.24988693749525254,0.13581705191906918,0.19638294
RBM27,ENSG00000091009,Gene Expression,GRCh38,False,567,0.2618954,0.23261486,77.70349980338183,666.0,6.50279,566,False,0.2009195624784895,0.06527181029976141,-0.27690068
TCERG1,ENSG00000113649,Gene Expression,GRCh38,False,924,0.4880063,0.39743716,63.664962642548176,1241.0,7.1244783,922,False,0.35643422354453386,0.10725106011563039,0.004735479
PPP2R2B,ENSG00000156475,Gene Expression,GRCh38,False,144,0.05898545,0.057311326,94.33739677546205,150.0,5.0172796,144,False,0.0548494849970013,0.14913840284321805,0.47878447
STK32A,ENSG00000169302,Gene Expression,GRCh38,False,45,0.017695636,0.01754089,98.23043649233189,45.0,3.8286414,44,False,0.015739117953592258,0.05689090769492067,-0.09821306
DPYSL3,ENSG00000113657,Gene Expression,GRCh38,False,2222,2.5237908,1.2595373,12.622886354699169,6418.0,8.767017,2218,False,1.2535365522018609,0.4299156723480231,0.20641999
JAKMIP2,ENSG00000176049,Gene Expression,GRCh38,False,35,0.013763271,0.013669417,98.62367282736925,35.0,3.583519,35,False,0.012715915766414525,0.031945833221154095,-0.25424165
C5orf46,ENSG00000178776,Gene Expression,GRCh38,False,36,0.016909162,0.016767792,98.58434919386552,43.0,3.7841897,36,False,0.0117266451704903,-0.048674023245460274,-0.75850964
SPINK5,ENSG00000133710,Gene Expression,GRCh38,False,74,0.03342509,0.032878615,97.09005112072356,85.0,4.454347,73,False,0.02272768560743091,-0.0388433675903409,-0.69702
MARCOL,ENSG00000248109,Gene Expression,GRCh38,False,18,0.009044436,0.00900378,99.29217459693275,23.0,3.1780539,18,True,0.008769919284385317,0.4229631910389042,2.1915271
SPINK13,ENSG00000214510,Gene Expression,GRCh38,False,23,0.009437672,0.009393415,99.09555642941407,24.0,3.218876,23,True,0.009979464259308195,0.20142804375762977,0.8058502
FBXO38,ENSG00000145868,Gene Expression,GRCh38,False,456,0.20566261,0.1870293,82.0684231222965,523.0,6.261492,454,False,0.16150556467239394,0.08463073127132463,0.075296365
ADRB2,ENSG00000169252,Gene Expression,GRCh38,False,267,0.1179709,0.11151534,89.50058985450255,300.0,5.7071104,265,False,0.08667462099233793,-0.04360636740321171,-0.726812
SH3TC2,ENSG00000169247,Gene Expression,GRCh38,False,13,0.0055053085,0.00549021,99.48879276445143,14.0,2.7080503,13,False,0.003407307117047767,-0.24384448567312197,-1.9792786
ABLIM3,ENSG00000173210,Gene Expression,GRCh38,False,358,0.15886748,0.14744322,85.9221392056626,404.0,6.003887,357,True,0.14189687279089613,0.22922667670485877,0.97972745
AFAP1L1,ENSG00000157510,Gene Expression,GRCh38,False,333,0.14549744,0.13583899,86.905230043256,370.0,5.916202,332,False,0.12381030871014115,0.1431899997597699,0.44157788
GRPEL2,ENSG00000164284,Gene Expression,GRCh38,False,130,0.05348014,0.052099105,94.88792764451436,136.0,4.919981,130,False,0.04226147682021477,-0.034854829798377944,-0.6720722
PCYOX1L,ENSG00000145882,Gene Expression,GRCh38,False,139,0.056626033,0.055080842,94.53401494298073,144.0,4.9767337,138,False,0.04418479825087093,0.017277110951148655,-0.34599283
IL17B,ENSG00000127743,Gene Expression,GRCh38,False,58,0.023200944,0.022935893,97.71922925678332,59.0,4.0943446,58,True,0.024883145128464314,0.3091325579940032,1.4795296
ARHGEF37,ENSG00000183111,Gene Expression,GRCh38,False,615,0.29020843,0.25480378,75.81596539520253,738.0,6.605298,613,False,0.22353385826566124,0.060306149969782535,-0.310215
PPARGC1B,ENSG00000155846,Gene Expression,GRCh38,False,224,0.091624066,0.087666556,91.19150609516319,233.0,5.4553213,224,False,0.08662587148539712,0.14723152963603606,0.4668572
PDE6A,ENSG00000132915,Gene Expression,GRCh38,False,12,0.004718836,0.004707737,99.52811639795517,12.0,2.5649493,12,True,0.005410380231012073,0.27046119971281163,1.2376447
SLC26A2,ENSG00000155850,Gene Expression,GRCh38,False,586,0.30043256,0.26269695,76.95635076681086,764.0,6.639876,585,False,0.2093155180495987,0.0676084535159781,-0.2612243
TIGD6,ENSG00000164296,Gene Expression,GRCh38,False,131,0.053086907,0.051725764,94.84860401101062,135.0,4.912655,131,False,0.040029329334825905,-0.0796307792322538,-0.9521406
HMGXB3,ENSG00000113716,Gene Expression,GRCh38,False,600,0.28745577,0.252668,76.40581989775855,731.0,6.5957804,598,False,0.21097115201855954,0.04128610672886083,-0.43781927
